URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://terminology.hl7.org/ValueSet/v3-ActPriority,2.0.0,active,"2.16.840.1.113883.1.11.16866",ActPriority,ActPriority,"A code or set of codes (e.g., for routine, emergency,) specifying the urgency under which the Act happened, can happen, is happening, is intended to happen, or is requested/demanded to happen.    *Discussion:* This attribute is used in orders to indicate the ordered priority, and in event documentation it indicates the actual priority used to perform the act. In definition mood it indicates the available priorities.","StructureDefinition/EncounterCL","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-ConfidentialityClassification,2014-03-26,active,"2.16.840.1.113883.1.11.10228",v3.ConfidentialityClassification,V3 Value SetConfidentialityClassification," Set of codes used to value Act.Confidentiality and Role.Confidentiality attribute in accordance with the definition for concept domain ""Confidentiality"".","StructureDefinition/DocumentoCl","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-PurposeOfUse,2.0.0,active,"2.16.840.1.113883.1.11.20448",PurposeOfUse,PurposeOfUse,"Supports communication of purpose of use at a general level.","StructureDefinition/AuditEventCl,StructureDefinition/ProvenanceCl","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-ServiceDeliveryLocationRoleType,2.0.0,active,"2.16.840.1.113883.1.11.17660",ServiceDeliveryLocationRoleType,ServiceDeliveryLocationRoleType,"A role of a place that further classifies the setting (e.g., accident site, road side, work site, community location) in which services are delivered.","StructureDefinition/CoreLocalizacionCl","THO (V3)"
https://hl7chile.cl/fhir/ig/clcore/ValueSet/CodPais,1.8.7,active,,CodPaises,Códigos de Países,"Codigos definidos para la identificación de países segun norma ISO3166-N","StructureDefinition/CodigoPaises,StructureDefinition/IdContacto","Internal"
https://hl7chile.cl/fhir/ig/clcore/ValueSet/VSCodMadurez,1.8.7,active,,VSCodMadurez,Códigos de grado de madurez del artefacto,"Códigos de grado de madurez del artefacto",,"Internal"
https://hl7chile.cl/fhir/ig/clcore/ValueSet/VSCodigosComunaCL,1.8.7,active,,VSCodigosComunaCL,Códigos de Comunas en Chile,"Códigos de Comunas para Chile según Códigos Únicos Territoriales Actualizados, por Decreto exento No 817 del Ministerio del Interior","StructureDefinition/ComunasCl","Internal"
https://hl7chile.cl/fhir/ig/clcore/ValueSet/VSCodigosProvinciasCL,1.8.7,active,,VSCodigosProvinciasCL,Códigos de Provincias en Chile,"Códigos de Provincias para Chile según Códigos Únicos Territoriales Actualizados, por Decreto exento No 817 del Ministerio del Interior","StructureDefinition/ProvinciasCl","Internal"
https://hl7chile.cl/fhir/ig/clcore/ValueSet/VSCodigosRegionesCL,1.8.7,active,,VSCodigosRegionesCL,Códigos de Regiones en Chile,"Códigos de Regiones para Chile según Códigos Únicos Territoriales Actualizados, por Decreto exento No 817 del Ministerio del Interior","StructureDefinition/RegionesCl","Internal"
https://hl7chile.cl/fhir/ig/clcore/ValueSet/VSCodigosServiciosSalud,1.8.7,active,,VSCodigosServiciosSaludCL,Servicos de Salud en Chile,"Códigos de Servicios de Salud que existen en Chile","StructureDefinition/ServicioSalud","Internal"
https://hl7chile.cl/fhir/ig/clcore/ValueSet/VSCodigoslenguaje,1.8.7,active,,VSCodigoslenguaje,Codigos Lenguaje,"Códigos de leguaje","StructureDefinition/CorePacienteCl","Internal"
https://hl7chile.cl/fhir/ig/clcore/ValueSet/VSContactosec,1.8.7,active,,VSContactoSecundario,Contacto participantes,"Contacto telefónico o correo de los participantes","StructureDefinition/ContactoParticipantes","hl7.fhir.r4.core"
https://hl7chile.cl/fhir/ig/clcore/ValueSet/VSDiagnosticosSCT,1.8.7,active,,VSDiagnosticosSCT,Diagnósticos SNOMED y Ausente o Desconocido,"Diagnósticos definidos en Snomed-CT.","StructureDefinition/CoreDiagnosticoCl","SCT,FHIR"
https://hl7chile.cl/fhir/ig/clcore/ValueSet/VSEspecialidadesDeisCL,1.8.7,active,,VSEspecialidadesDeisCL,Códigos de Especialidades,"Códigos de especialidades médicas descritas según DEIS","StructureDefinition/CoreRolClinicoCl,StructureDefinition/VSEspecialidadesDeisCL","Internal"
https://hl7chile.cl/fhir/ig/clcore/ValueSet/VSIdentidaddeGenero,1.8.7,active,,VSIdentidaddeGenero,Identidad de Genero,"Identidad de Genero","StructureDefinition/IdentidadDeGenero","Internal"
https://hl7chile.cl/fhir/ig/clcore/ValueSet/VSIdentificadores,1.8.7,active,,VSIdentificadores,Identificadores,"Identificadores","StructureDefinition/CorePrestadorCl","Internal"
https://hl7chile.cl/fhir/ig/clcore/ValueSet/VSNombreCampana,1.8.7,active,,VSNombreCampanaCL,Campañas de Vacunación,"Campañas de Inmunización utilizada en Chile según CodeSystem local","StructureDefinition/NombreCampana","Internal"
https://hl7chile.cl/fhir/ig/clcore/ValueSet/VSPrevision,1.8.7,active,,VSPrevision,Prevision,"Prevision",,"Internal"
https://hl7chile.cl/fhir/ig/clcore/ValueSet/VSRazonNOT,1.8.7,active,,VSRazonNOencuentro,Razones no Atención Remota,"Razones por la que no se lleva a cabo un encuentro remoto según CodeSystem local","StructureDefinition/RazonNOrealizarse","Internal"
https://hl7chile.cl/fhir/ig/clcore/ValueSet/VSRazonNOTinm,1.8.7,active,,VSRazonNOTinmCL,Razones no Inmunización,"Razones por la que no se lleva a cabo la administración de una vacuna o registro de una inmunización según CodeSystem local","StructureDefinition/RazonNOrealizarseInm","Internal"
https://hl7chile.cl/fhir/ig/clcore/ValueSet/VSSexoListadoDeis,1.8.7,active,,VSSexoListadoDeis,Sexo Listado Deis,"Sexo Listado Deis",,"Internal"
https://hl7chile.cl/fhir/ig/clcore/ValueSet/VSTipoIdentificador,1.8.7,active,,VSTipoIdentificador,Tipo Identificador,"Tipo Identificador",,"Internal"
https://hl7chile.cl/fhir/ig/clcore/ValueSet/VSTiposDocClinico,1.8.7,active,,VSTiposDocClinico,Tipos de Documentos Clínicos,"Tipos de Documentos clínicos para Composition. Se trae todo Loinc, se requerirá un VS específico","StructureDefinition/DocumentoCl","LOINC"
https://hl7chile.cl/fhir/ig/clcore/ValueSet/VSTiposDocumentos,1.8.7,active,,VSTiposDocumentos,Tipos de Documentos,"Tipos de Documentos para identificación según tabla HL7 V3 y CodeSystem local.","StructureDefinition/CorePacienteCl","THO (V2),Internal"
https://hl7chile.cl/fhir/ig/clcore/ValueSet/VSTiposEncuentroCL,1.8.7,active,,VSTiposEncuentroCL,Tipos de Encuentro,"Códigos de Encuentros según MINSAL",,"Internal"
https://hl7chile.cl/fhir/ig/clcore/ValueSet/VSTiposServicio,1.8.7,active,,VSTiposServicioCL,Tipos de Servicios Remotos,"Tipos de Servicios para encuentro remoto según CodeSystem local",,"Internal"
https://hl7chile.cl/fhir/ig/clcore/ValueSet/VSTiposVacunas,1.8.7,active,,VSTiposVacunasCL,Tipos de Vacunas RNI,"Tipos de Vacunas utilizadas en Chile según CodeSystem local","StructureDefinition/TiposVacunaRNI","Internal"
